Genes,log2foldChange,pValues,FDR
ENSG00000286812.1,2.617857511,4.13E-16,2.01E-15
ENSG00000286863.2,3.185882539,7.76E-18,4.48E-17
ENSG00000286872.1,2.61052098,1.79E-12,6.28E-12
ENSG00000286888.1,1.322989341,1.70E-11,5.48E-11
ENSG00000286889.1,1.204267617,1.22E-12,4.33E-12
ENSG00000286928.1,1.356815641,9.43E-11,2.85E-10
ENSG00000286934.1,1.030704231,2.59E-10,7.53E-10
ENSG00000286935.1,3.623371566,1.80E-20,1.38E-19
ENSG00000286953.1,1.822788103,9.41E-09,2.38E-08
ENSG00000286961.2,1.911971626,7.54E-22,6.65E-21
ENSG00000286975.1,1.726739136,1.15E-06,2.42E-06
ENSG00000286981.1,1.389253881,4.72E-15,2.07E-14
ENSG00000287018.1,2.540964342,9.01E-22,7.87E-21
ENSG00000287029.1,1.138153226,4.43E-06,8.80E-06
ENSG00000287062.1,1.007642914,3.04E-06,6.12E-06
ENSG00000287069.1,1.052014385,0.006840799,0.009855056
ENSG00000287070.1,1.487724206,1.50E-09,4.08E-09
ENSG00000287091.1,3.270367711,0.009032795,0.012824369
ENSG00000287092.1,3.275614688,1.07E-17,6.08E-17
ENSG00000287115.2,1.138747659,8.33E-16,3.93E-15
ENSG00000287124.2,1.00164663,5.94E-10,1.67E-09
ENSG00000287146.1,1.944531216,8.06E-13,2.91E-12
ENSG00000287149.1,1.461372328,0.000113833,0.000198284
ENSG00000287153.1,1.345457799,2.56E-16,1.27E-15
ENSG00000287156.1,6.680730779,9.79E-25,1.22E-23
ENSG00000287170.1,2.024433765,2.34E-07,5.24E-07
ENSG00000287218.1,2.536605075,6.22E-09,1.60E-08
ENSG00000287223.1,1.066056452,5.77E-10,1.63E-09
ENSG00000287231.1,1.439389015,1.07E-20,8.39E-20
ENSG00000287232.1,1.906367634,3.17E-12,1.09E-11
ENSG00000287255.3,1.452787461,2.44E-05,4.55E-05
ENSG00000287265.1,1.641112584,1.36E-09,3.72E-09
ENSG00000287292.1,4.991519204,8.39E-17,4.35E-16
ENSG00000287312.1,7.049034866,1.63E-12,5.74E-12
ENSG00000287319.1,1.482245902,8.65E-16,4.07E-15
ENSG00000287373.1,1.610209937,2.31E-22,2.16E-21
ENSG00000287380.1,1.199648027,9.20E-11,2.79E-10
ENSG00000287382.1,3.172063831,0.000103992,0.000181771
ENSG00000287399.1,1.98247582,2.02E-18,1.23E-17
ENSG00000287419.1,1.744060558,6.96E-16,3.30E-15
ENSG00000287465.1,1.199502979,2.47E-18,1.50E-17
ENSG00000287473.1,2.25353743,4.40E-23,4.48E-22
ENSG00000287494.1,1.469361281,0.002088122,0.003192503
ENSG00000287498.1,2.499577172,3.22E-13,1.20E-12
ENSG00000287515.1,7.376734087,0.001760476,0.002714299
ENSG00000287536.1,4.423992224,3.07E-11,9.67E-11
ENSG00000287544.1,1.471131326,2.22E-26,3.50E-25
ENSG00000287554.1,1.627824618,3.46E-09,9.10E-09
ENSG00000287616.1,1.783974612,4.07E-06,8.12E-06
ENSG00000287656.1,3.479443283,6.42E-22,5.71E-21
ENSG00000287666.1,1.870724403,2.91E-23,3.03E-22
ENSG00000287688.1,1.113548143,0.000100133,0.000175336
ENSG00000287691.1,1.132891103,5.61E-06,1.10E-05
ENSG00000287697.1,2.153489236,0.003394786,0.005064274
ENSG00000287707.1,2.296501688,7.16E-10,2.00E-09
ENSG00000287766.1,1.344483493,3.76E-15,1.67E-14
ENSG00000287787.1,4.979569924,1.60E-08,3.95E-08
ENSG00000287794.1,1.392934791,3.83E-16,1.87E-15
ENSG00000287799.1,2.625970422,0.008218532,0.011727487
ENSG00000287826.1,1.379992202,3.39E-05,6.22E-05
ENSG00000287842.1,2.215993969,0.007804583,0.011167453
ENSG00000287865.2,1.101144342,4.14E-05,7.53E-05
ENSG00000287867.1,1.063188038,3.58E-16,1.75E-15
ENSG00000287892.1,1.07076447,0.003247292,0.004854635
ENSG00000287901.1,2.949067156,2.91E-29,7.41E-28
ENSG00000287916.1,1.453679104,2.25E-17,1.24E-16
ENSG00000287929.1,1.08069656,5.03E-14,2.00E-13
ENSG00000287936.1,1.580707952,2.34E-10,6.82E-10
ENSG00000287969.1,1.133351737,6.22E-16,2.97E-15
ENSG00000287986.1,2.250217105,4.46E-14,1.79E-13
ENSG00000288018.3,2.990095001,0.001920861,0.002948391
ENSG00000288045.1,1.896950221,2.30E-19,1.55E-18
ENSG00000288046.1,2.350784539,5.30E-09,1.37E-08
ENSG00000288048.1,1.685300617,1.09E-19,7.61E-19
ENSG00000288080.1,2.172174732,0.007868676,0.011255487
ENSG00000288526.1,2.1849953,2.64E-13,9.91E-13
ENSG00000288545.1,1.098458662,5.30E-06,1.04E-05
ENSG00000288557.1,1.552306382,3.47E-18,2.07E-17
ENSG00000288597.1,3.54700231,6.21E-14,2.45E-13
ENSG00000288667.1,1.007959918,0.000688085,0.001108708
ENSG00000288756.2,1.227251694,4.52E-09,1.18E-08
ENSG00000288775.2,2.242311299,8.33E-26,1.22E-24
ENSG00000288780.1,6.533120574,2.33E-16,1.16E-15
ENSG00000288808.1,1.636388127,1.06E-14,4.51E-14
ENSG00000288818.1,1.16285567,5.87E-12,1.97E-11
ENSG00000288834.2,2.004503782,0.014173731,0.019655581
ENSG00000288852.1,1.314123261,3.16E-14,1.28E-13
ENSG00000288919.1,4.561842484,2.61E-05,4.84E-05
ENSG00000288929.2,2.020674177,3.18E-18,1.90E-17
ENSG00000288938.1,1.353311309,6.20E-18,3.62E-17
ENSG00000288952.2,6.618975226,1.35E-23,1.46E-22
ENSG00000288966.1,1.572786663,1.05E-05,2.01E-05
ENSG00000288969.1,2.699201728,1.17E-10,3.52E-10
ENSG00000289005.2,1.480001207,0.011955659,0.016724835
ENSG00000289043.1,1.100526036,4.04E-06,8.05E-06
ENSG00000289050.2,1.031025896,4.53E-06,8.98E-06
ENSG00000289059.1,1.40542938,3.58E-06,7.17E-06
ENSG00000289075.2,1.391891151,0.00293435,0.004411306
ENSG00000289088.1,1.047015459,4.06E-10,1.16E-09
ENSG00000289123.2,3.348170479,5.62E-05,0.00010095
ENSG00000289126.2,1.112992498,0.002516288,0.003813661
ENSG00000289156.2,9.656166253,2.24E-07,5.02E-07
ENSG00000289159.2,1.654051184,1.02E-15,4.78E-15
ENSG00000289195.1,1.426919985,6.38E-25,8.16E-24
ENSG00000289201.1,1.072753182,1.09E-09,3.00E-09
ENSG00000289228.2,3.298463579,7.73E-19,4.93E-18
ENSG00000289233.1,5.685012768,4.78E-34,3.88E-32
ENSG00000289243.1,1.226369289,2.61E-21,2.16E-20
ENSG00000289268.1,1.711164516,9.13E-06,1.76E-05
ENSG00000289276.1,1.195235821,0.000142948,0.000246839
ENSG00000289289.2,1.409991807,4.94E-21,3.98E-20
ENSG00000289291.1,3.457596016,0.000607447,0.000983738
ENSG00000289302.1,1.259817102,2.02E-18,1.23E-17
ENSG00000289308.2,2.922888185,4.30E-28,8.91E-27
ENSG00000289311.2,1.211617401,1.35E-09,3.68E-09
ENSG00000289321.1,1.972700145,3.74E-10,1.07E-09
ENSG00000289337.1,2.987283493,2.98E-13,1.11E-12
ENSG00000289340.2,1.013345699,4.37E-06,8.68E-06
ENSG00000289347.1,2.039236319,3.62E-07,7.95E-07
ENSG00000289417.1,3.007736224,4.29E-26,6.53E-25
ENSG00000289430.1,2.573585827,1.21E-17,6.86E-17
ENSG00000289436.1,2.686576965,5.84E-27,1.00E-25
ENSG00000289450.2,2.153715142,1.17E-24,1.45E-23
ENSG00000289469.2,2.533489309,0.003208959,0.004800604
ENSG00000289515.2,1.305234268,0.023767594,0.031997887
ENSG00000289516.1,2.721886932,1.89E-10,5.55E-10
ENSG00000289539.1,1.611314217,5.71E-06,1.12E-05
ENSG00000289550.1,1.906778026,1.37E-21,1.17E-20
ENSG00000289557.1,1.035855433,3.82E-19,2.53E-18
ENSG00000289611.1,3.100613143,3.23E-26,4.98E-25
ENSG00000289617.1,1.465030943,3.35E-11,1.05E-10
ENSG00000289632.1,3.281795338,6.79E-26,1.00E-24
ENSG00000289685.2,1.640389277,4.89E-15,2.15E-14
ENSG00000289709.1,1.955632817,1.61E-08,3.99E-08
ENSG00000289725.1,1.47197799,2.82E-06,5.69E-06
ENSG00000289731.1,3.963727078,1.55E-05,2.95E-05
ENSG00000289884.1,1.235286999,6.91E-13,2.51E-12
ENSG00000289903.1,3.261966974,1.17E-09,3.22E-09
ENSG00000289984.1,1.759031671,1.23E-15,5.71E-15
ENSG00000290003.1,2.012503225,1.26E-11,4.10E-11
ENSG00000290039.1,3.207580011,0.022817312,0.030788815
ENSG00000290044.1,1.218910131,6.04E-15,2.62E-14
ENSG00000290058.1,1.63428439,8.07E-17,4.19E-16
ENSG00000290077.1,2.608775117,0.006189642,0.008963291
ENSG00000290100.1,1.351204856,0.006859734,0.009879087
ENSG00000290104.1,1.746271343,1.78E-07,4.01E-07
ENSG00000290107.1,1.584139128,3.74E-16,1.83E-15
ENSG00000290111.1,1.411316005,8.35E-06,1.62E-05
ENSG00000290456.1,1.128299907,8.75E-06,1.69E-05
ENSG00000290457.1,1.396562926,0.006859734,0.009879087
ENSG00000290462.1,1.667577949,1.24E-13,4.77E-13
ENSG00000290466.1,1.594150451,1.10E-21,9.48E-21
ENSG00000290490.1,1.182779319,1.34E-14,5.62E-14
ENSG00000290549.1,7.415455402,1.92E-10,5.64E-10
ENSG00000290559.1,1.796791446,2.84E-06,5.74E-06
ENSG00000290581.1,1.860329503,4.43E-25,5.80E-24
ENSG00000290654.1,1.355926002,0.000388653,0.000642539
ENSG00000290767.1,2.235203286,1.01E-17,5.77E-17
ENSG00000290787.1,1.96376509,1.51E-09,4.10E-09
ENSG00000290888.1,2.520330659,0.011140848,0.015644931
ENSG00000291061.1,2.063390776,3.40E-07,7.50E-07
ENSG00000291070.1,1.157791933,2.81E-18,1.69E-17
ENSG00000291076.1,1.226001424,2.10E-17,1.16E-16
ENSG00000291083.1,1.157788674,6.86E-13,2.49E-12
ENSG00000291114.1,1.85742175,4.28E-14,1.72E-13
ENSG00000291119.1,2.23990094,2.66E-15,1.20E-14
ENSG00000291141.1,1.507104105,2.30E-07,5.14E-07
ENSG00000291180.1,1.119444318,0.001844798,0.002837318
ENSG00000291231.1,3.798074799,0.000438887,0.000721853
ENSG00000291280.1,2.328674151,2.25E-23,2.36E-22
ENSG00000291325.1,2.313858766,1.79E-20,1.37E-19
